序号,提交答卷时间,所用时间,来源,来源详情,来自IP,1. 您是否了解云南的“三农”政策？ ,2. 您认为抖音短视频对云南农产品的宣传效果如何？ ,3. 您是否曾通过抖音平台购买过云南的农产品？ ,4. 您认为抖音直播带货对云南乡村经济的促进作用如何？ ,5. 您认为云南的农产品在抖音上的展示方式是否吸引消费者？ ,6. 您最关注云南农产品的哪些方面？ ,7. 您认为云南的“三农”政策对电商发展的支持力度如何？ ,8. 您是否参与过云南乡村的电商培训活动？ ,9. 您认为云南乡村电商发展的主要障碍是什么？ ,10. 您对云南三农的抖音短视频内容的质量有何看法？ ,11. 您认为云南农民在使用抖音进行产品推广时遇到的最大困难是什么？ ,12. 您希望云南的“三农”政策在电商领域有哪些改进？ ,13. 您认为未来云南的电商发展趋势如何？ ,14. 您对云南农产品在抖音上的推广方式有何建议？ ,15. 您还有其他想要补充的意见或建议吗？ ,"1. 您是否了解云南的""三农""政策？ ","7. 您认为云南的""三农""政策对电商发展的支持力度如何？ ","12. 您希望云南的""三农""政策在电商领域有哪些改进？ "
531,2025/2/16 12:23,208秒,微信,N/A,183.228.148.26(重庆-重庆),,A 非常好,B 否,C 没有作用,B 一般,A 价格┋B 质量,,B 否,B 技术支持不足┋C 市场认知度低,B 一般,B 缺乏资金┋C 缺乏市场信息,,市场潜力巨大,建立信任机制,看好未来发展,B 否,C 较小,加强市场调研分析
532,2025/2/15 18:41,34秒,微信,N/A,39.144.69.212(海南-海口),,C 较差,B 否,C 没有作用,B 一般,A 价格┋B 质量,,B 否,C 市场认知度低,A 很高,B 缺乏资金┋C 缺乏市场信息,,发展前景广阔,提升包装设计,重视质量管理,A 是,C 较小,完善物流体系，提升配送效率
533,2025/2/16 03:18,266秒,微信,N/A,182.102.182.185(江西-南昌),,B 一般,B 否,C 没有作用,B 一般,B 质量,,B 否,D 政策支持不足,C 较低,B 缺乏资金┋C 缺乏市场信息,,逐步规范化发展,注重用户体验,保持特色发展,B 否,B 一般,提供更多资金支持
534,2025/2/16 11:00,318秒,微信,N/A,183.138.163.182(浙江-温州),,A 非常好,A 是,B 一定程度上,B 一般,B 质量,,B 否,A 物流问题┋C 市场认知度低,B 一般,D 缺乏平台支持,,市场潜力巨大,加强品牌营销,期待更多支持,B 否,B 一般,加大推广力度，提高知名度
535,2025/2/16 10:51,158秒,微信,N/A,182.102.182.185(江西-南昌),,C 较差,B 否,C 没有作用,B 一般,A 价格┋B 质量,,B 否,C 市场认知度低,C 较低,D 缺乏平台支持,,持续稳定增长,建立信任机制,看好未来发展,A 是,A 很大,提升农产品包装设计
536,2025/2/16 01:05,251秒,微信,N/A,183.138.163.182(浙江-温州),,C 较差,B 否,C 没有作用,B 一般,B 质量,,A 是,A 物流问题,C 较低,D 缺乏平台支持,,需要进一步完善,开展特色活动,看好未来发展,B 否,B 一般,提升农产品包装设计
537,2025/2/16 04:05,356秒,微信,N/A,222.219.208.72(云南-文山),,B 一般,A 是,B 一定程度上,C 不吸引,B 质量,,A 是,A 物流问题,B 一般,C 缺乏市场信息,,发展前景广阔,优化视频内容,继续努力创新,A 是,C 较小,改善农产品质量管理
538,2025/2/16 06:33,431秒,微信,N/A,183.228.148.26(重庆-重庆),,C 较差,B 否,A 非常大,A 非常吸引,B 质量,,A 是,A 物流问题┋C 市场认知度低,C 较低,B 缺乏资金,,需要进一步完善,加强产品质量展示,重视质量管理,A 是,B 一般,加强品牌建设，提升产品价值
539,2025/2/15 19:14,107秒,微信,N/A,183.138.163.182(浙江-温州),,C 较差,A 是,C 没有作用,A 非常吸引,B 质量,,B 否,C 市场认知度低,A 很高,A 缺乏技能,,市场潜力巨大,注重用户体验,期待更多支持,A 是,C 较小,完善物流体系，提升配送效率
540,2025/2/15 13:52,345秒,微信,N/A,125.43.77.248(河南-洛阳),,C 较差,B 否,C 没有作用,A 非常吸引,A 价格┋B 质量┋C 产地,,A 是,B 技术支持不足┋C 市场认知度低,B 一般,A 缺乏技能┋C 缺乏市场信息,,需要进一步完善,注重用户体验,加强市场调研,B 否,C 较小,提升农产品包装设计
541,2025/2/16 12:56,124秒,微信,N/A,111.60.187.159(湖北-荆州),,A 非常好,B 否,B 一定程度上,A 非常吸引,A 价格┋B 质量┋C 产地┋D 品牌,,B 否,C 市场认知度低,B 一般,D 缺乏平台支持,,跨境电商机会增多,提升包装设计,继续努力创新,B 否,B 一般,完善物流体系，提升配送效率
542,2025/2/15 22:22,196秒,微信,N/A,125.43.77.248(河南-洛阳),,B 一般,A 是,C 没有作用,B 一般,B 质量,,B 否,B 技术支持不足┋C 市场认知度低,C 较低,B 缺乏资金,,逐步规范化发展,注重用户体验,建议加强培训,A 是,A 很大,加大推广力度，提高知名度
543,2025/2/15 17:35,163秒,微信,N/A,223.149.137.53(湖南-怀化),,C 较差,B 否,C 没有作用,C 不吸引,C 产地,,A 是,B 技术支持不足┋C 市场认知度低,B 一般,C 缺乏市场信息,,发展前景广阔,建立信任机制,看好未来发展,A 是,C 较小,加强品牌建设，提升产品价值
544,2025/2/16 09:19,34秒,微信,N/A,222.219.208.72(云南-文山),,B 一般,A 是,B 一定程度上,C 不吸引,A 价格┋B 质量┋C 产地,,B 否,D 政策支持不足,A 很高,B 缺乏资金┋C 缺乏市场信息,,跨境电商机会增多,提升包装设计,无建议,B 否,B 一般,完善物流体系，提升配送效率
545,2025/2/16 12:01,486秒,微信,N/A,125.43.77.248(河南-洛阳),,C 较差,A 是,C 没有作用,C 不吸引,B 质量,,B 否,C 市场认知度低,C 较低,D 缺乏平台支持,,持续稳定增长,创新营销方式,保持特色发展,B 否,B 一般,增加培训支持，提高农民技能
546,2025/2/15 13:43,106秒,微信,N/A,222.219.208.72(云南-文山),,A 非常好,A 是,C 没有作用,A 非常吸引,A 价格┋B 质量,,A 是,A 物流问题┋C 市场认知度低,B 一般,B 缺乏资金,,需要进一步完善,加强品牌营销,看好未来发展,A 是,C 较小,加强品牌建设，提升产品价值
547,2025/2/15 22:16,226秒,微信,N/A,43.250.244.162(广西-南宁),,C 较差,B 否,B 一定程度上,A 非常吸引,A 价格┋B 质量┋C 产地,,B 否,B 技术支持不足,A 很高,B 缺乏资金┋C 缺乏市场信息,,产业链逐步完善,创新营销方式,看好未来发展,A 是,B 一般,提升农产品包装设计
548,2025/2/16 04:57,385秒,微信,N/A,43.250.244.162(广西-南宁),,B 一般,A 是,C 没有作用,C 不吸引,A 价格┋B 质量┋C 产地,,B 否,A 物流问题,B 一般,D 缺乏平台支持,,品牌价值提升,加强品牌营销,提升服务水平,B 否,B 一般,加强品牌建设，提升产品价值
549,2025/2/15 17:17,373秒,微信,N/A,39.144.69.212(海南-海口),,B 一般,B 否,C 没有作用,C 不吸引,A 价格┋B 质量┋C 产地,,A 是,A 物流问题┋B 技术支持不足,C 较低,B 缺乏资金┋C 缺乏市场信息,,市场潜力巨大,加强产品质量展示,优化运营模式,B 否,C 较小,加大推广力度，提高知名度
550,2025/2/15 21:21,481秒,微信,N/A,111.60.187.159(湖北-荆州),,C 较差,A 是,C 没有作用,A 非常吸引,D 品牌,,A 是,C 市场认知度低,A 很高,D 缺乏平台支持,,发展前景广阔,建立信任机制,看好未来发展,B 否,A 很大,改善农产品质量管理
551,2025/2/16 01:26,210秒,微信,N/A,43.250.244.162(广西-南宁),,C 较差,A 是,A 非常大,B 一般,C 产地,,A 是,B 技术支持不足,A 很高,A 缺乏技能┋C 缺乏市场信息,,需要进一步完善,加强品牌营销,期待更多支持,A 是,B 一般,加大推广力度，提高知名度
552,2025/2/16 02:38,492秒,微信,N/A,43.250.244.162(广西-南宁),,A 非常好,A 是,A 非常大,B 一般,A 价格,,B 否,B 技术支持不足,C 较低,A 缺乏技能┋C 缺乏市场信息,,市场潜力巨大,加强品牌营销,保持特色发展,B 否,B 一般,优化销售渠道
553,2025/2/15 22:04,491秒,微信,N/A,183.228.148.26(重庆-重庆),,B 一般,B 否,B 一定程度上,A 非常吸引,C 产地,,A 是,C 市场认知度低,B 一般,A 缺乏技能,,发展前景广阔,突出地方特色,加强市场调研,A 是,C 较小,加强市场调研分析
554,2025/2/15 16:23,114秒,微信,N/A,223.104.195.58(山东-泰安),,A 非常好,B 否,B 一定程度上,C 不吸引,D 品牌,,A 是,B 技术支持不足┋C 市场认知度低,C 较低,B 缺乏资金,,数字化转型加速,加强产品质量展示,无建议,B 否,B 一般,优化销售渠道
555,2025/2/15 17:32,339秒,微信,N/A,182.102.182.185(江西-南昌),,B 一般,A 是,A 非常大,C 不吸引,A 价格┋B 质量,,B 否,A 物流问题,A 很高,B 缺乏资金,,跨境电商机会增多,开展特色活动,保持特色发展,B 否,A 很大,优化销售渠道
556,2025/2/15 13:39,423秒,微信,N/A,114.254.3.207(北京-北京),,B 一般,B 否,A 非常大,C 不吸引,D 品牌,,B 否,D 政策支持不足,C 较低,A 缺乏技能,,跨境电商机会增多,突出地方特色,优化运营模式,A 是,B 一般,改善农产品质量管理
557,2025/2/16 06:46,96秒,微信,N/A,43.250.244.162(广西-南宁),,C 较差,B 否,C 没有作用,B 一般,C 产地,,B 否,A 物流问题,B 一般,A 缺乏技能┋B 缺乏资金,,创新模式不断涌现,加强品牌营销,建议加强培训,B 否,C 较小,增加培训支持，提高农民技能
558,2025/2/15 13:35,189秒,微信,N/A,125.43.77.248(河南-洛阳),,B 一般,A 是,B 一定程度上,B 一般,A 价格┋B 质量┋C 产地┋D 品牌,,B 否,A 物流问题┋C 市场认知度低,A 很高,A 缺乏技能,,产业链逐步完善,增加直播互动,加强市场调研,A 是,C 较小,提供更多资金支持
559,2025/2/15 15:50,367秒,微信,N/A,43.250.244.162(广西-南宁),,B 一般,A 是,C 没有作用,A 非常吸引,A 价格┋B 质量┋C 产地,,A 是,B 技术支持不足┋C 市场认知度低,C 较低,B 缺乏资金,,跨境电商机会增多,注重用户体验,重视质量管理,B 否,C 较小,加强电商平台合作
560,2025/2/16 04:22,96秒,微信,N/A,39.144.220.33(重庆-重庆),,A 非常好,A 是,C 没有作用,C 不吸引,B 质量,,B 否,D 政策支持不足,C 较低,D 缺乏平台支持,,需要进一步完善,建立信任机制,看好未来发展,A 是,B 一般,优化销售渠道
561,2025/2/15 13:37,472秒,微信,N/A,183.228.148.26(重庆-重庆),,B 一般,A 是,B 一定程度上,B 一般,A 价格┋B 质量┋C 产地,,A 是,C 市场认知度低,C 较低,D 缺乏平台支持,,数字化转型加速,加强品牌营销,重视质量管理,B 否,C 较小,提供更多资金支持
562,2025/2/15 17:49,224秒,微信,N/A,182.102.182.185(江西-南昌),,C 较差,B 否,C 没有作用,B 一般,B 质量,,A 是,C 市场认知度低,B 一般,B 缺乏资金,,创新模式不断涌现,提升包装设计,期待更多支持,A 是,C 较小,加强品牌建设，提升产品价值
563,2025/2/15 17:42,46秒,微信,N/A,183.138.163.182(浙江-温州),,A 非常好,A 是,B 一定程度上,C 不吸引,C 产地,,B 否,B 技术支持不足┋C 市场认知度低,B 一般,D 缺乏平台支持,,需要进一步完善,建立信任机制,建议加强培训,B 否,C 较小,加强电商平台合作
564,2025/2/16 06:41,277秒,微信,N/A,183.138.163.182(浙江-温州),,A 非常好,A 是,C 没有作用,B 一般,D 品牌,,B 否,D 政策支持不足,B 一般,C 缺乏市场信息,,市场潜力巨大,建立信任机制,无建议,A 是,A 很大,增加培训支持，提高农民技能
565,2025/2/15 14:36,325秒,微信,N/A,111.60.187.159(湖北-荆州),,A 非常好,A 是,A 非常大,A 非常吸引,D 品牌,,B 否,B 技术支持不足,A 很高,A 缺乏技能┋B 缺乏资金,,逐步规范化发展,突出地方特色,建议加强培训,A 是,B 一般,完善物流体系，提升配送效率
566,2025/2/16 11:29,137秒,微信,N/A,182.102.182.185(江西-南昌),,C 较差,A 是,C 没有作用,A 非常吸引,A 价格┋B 质量┋C 产地,,A 是,B 技术支持不足,B 一般,B 缺乏资金┋C 缺乏市场信息,,品牌价值提升,建立信任机制,无建议,B 否,A 很大,增加培训支持，提高农民技能
567,2025/2/15 18:59,365秒,微信,N/A,183.138.163.182(浙江-温州),,A 非常好,B 否,B 一定程度上,A 非常吸引,D 品牌,,B 否,A 物流问题┋B 技术支持不足,B 一般,B 缺乏资金,,品牌价值提升,突出地方特色,加强市场调研,A 是,B 一般,加强市场调研分析
568,2025/2/16 09:31,366秒,微信,N/A,223.104.195.58(山东-泰安),,B 一般,A 是,C 没有作用,C 不吸引,A 价格,,B 否,A 物流问题┋B 技术支持不足,B 一般,D 缺乏平台支持,,数字化转型加速,提升包装设计,看好未来发展,B 否,C 较小,完善物流体系，提升配送效率
569,2025/2/16 01:38,43秒,微信,N/A,223.104.195.58(山东-泰安),,B 一般,B 否,C 没有作用,A 非常吸引,D 品牌,,A 是,A 物流问题,A 很高,C 缺乏市场信息,,逐步规范化发展,开展特色活动,期待更多支持,B 否,B 一般,加大推广力度，提高知名度
570,2025/2/16 06:11,368秒,微信,N/A,39.144.220.33(重庆-重庆),,C 较差,B 否,A 非常大,B 一般,D 品牌,,A 是,B 技术支持不足,C 较低,C 缺乏市场信息,,发展前景广阔,建立信任机制,继续努力创新,A 是,A 很大,改善农产品质量管理
571,2025/2/16 03:22,82秒,微信,N/A,43.250.244.162(广西-南宁),,C 较差,B 否,C 没有作用,C 不吸引,A 价格,,B 否,C 市场认知度低,B 一般,D 缺乏平台支持,,数字化转型加速,优化视频内容,建议加强培训,B 否,C 较小,提供更多资金支持
572,2025/2/16 11:59,406秒,微信,N/A,183.228.148.26(重庆-重庆),,C 较差,A 是,C 没有作用,C 不吸引,A 价格┋B 质量┋C 产地┋D 品牌,,A 是,A 物流问题┋C 市场认知度低,B 一般,A 缺乏技能,,需要进一步完善,加强品牌营销,重视质量管理,A 是,B 一般,加大推广力度，提高知名度
573,2025/2/15 21:26,402秒,微信,N/A,182.102.182.185(江西-南昌),,B 一般,B 否,A 非常大,A 非常吸引,A 价格┋B 质量┋C 产地┋D 品牌,,B 否,A 物流问题┋C 市场认知度低,A 很高,A 缺乏技能,,创新模式不断涌现,优化视频内容,保持特色发展,A 是,A 很大,提供更多资金支持
574,2025/2/16 08:21,71秒,微信,N/A,183.228.148.26(重庆-重庆),,A 非常好,B 否,A 非常大,C 不吸引,C 产地,,B 否,B 技术支持不足┋C 市场认知度低,A 很高,A 缺乏技能┋B 缺乏资金,,市场潜力巨大,建立信任机制,建议加强培训,A 是,B 一般,完善物流体系，提升配送效率
575,2025/2/15 18:18,51秒,微信,N/A,111.60.187.159(湖北-荆州),,B 一般,B 否,A 非常大,C 不吸引,A 价格┋B 质量┋C 产地┋D 品牌,,A 是,C 市场认知度低,B 一般,B 缺乏资金┋C 缺乏市场信息,,产业链逐步完善,创新营销方式,提升服务水平,A 是,B 一般,加大推广力度，提高知名度
576,2025/2/15 13:51,394秒,微信,N/A,223.149.137.53(湖南-怀化),,A 非常好,A 是,B 一定程度上,C 不吸引,A 价格┋B 质量┋C 产地,,B 否,A 物流问题┋B 技术支持不足,C 较低,B 缺乏资金,,产业链逐步完善,突出地方特色,无建议,A 是,B 一般,加强品牌建设，提升产品价值
577,2025/2/15 17:04,236秒,微信,N/A,183.138.163.182(浙江-温州),,A 非常好,B 否,A 非常大,A 非常吸引,A 价格,,B 否,A 物流问题,A 很高,D 缺乏平台支持,,逐步规范化发展,突出地方特色,无建议,B 否,B 一般,优化销售渠道
578,2025/2/16 00:37,106秒,微信,N/A,111.60.187.159(湖北-荆州),,B 一般,B 否,A 非常大,B 一般,B 质量,,A 是,A 物流问题┋C 市场认知度低,C 较低,A 缺乏技能┋C 缺乏市场信息,,逐步规范化发展,加强品牌营销,保持特色发展,A 是,A 很大,加大推广力度，提高知名度
579,2025/2/15 14:55,179秒,微信,N/A,43.250.244.162(广西-南宁),,C 较差,B 否,B 一定程度上,B 一般,A 价格┋B 质量┋C 产地,,B 否,B 技术支持不足,B 一般,C 缺乏市场信息,,跨境电商机会增多,增加直播互动,重视质量管理,B 否,C 较小,完善物流体系，提升配送效率
580,2025/2/16 00:54,350秒,微信,N/A,125.43.77.248(河南-洛阳),,B 一般,B 否,A 非常大,A 非常吸引,A 价格┋B 质量┋C 产地,,B 否,B 技术支持不足┋C 市场认知度低,A 很高,B 缺乏资金┋C 缺乏市场信息,,发展前景广阔,增加直播互动,看好未来发展,B 否,A 很大,增加培训支持，提高农民技能
581,2025/2/15 13:24,269秒,微信,N/A,183.228.148.26(重庆-重庆),,B 一般,B 否,A 非常大,A 非常吸引,D 品牌,,B 否,A 物流问题┋B 技术支持不足,C 较低,C 缺乏市场信息,,跨境电商机会增多,加强品牌营销,保持特色发展,B 否,B 一般,提供更多资金支持
582,2025/2/15 18:56,477秒,微信,N/A,182.102.182.185(江西-南昌),,B 一般,B 否,C 没有作用,C 不吸引,A 价格┋B 质量,,B 否,D 政策支持不足,B 一般,A 缺乏技能,,市场潜力巨大,加强产品质量展示,重视质量管理,A 是,B 一般,提升农产品包装设计
583,2025/2/16 03:53,452秒,微信,N/A,183.138.163.182(浙江-温州),,C 较差,A 是,C 没有作用,C 不吸引,B 质量,,A 是,A 物流问题┋B 技术支持不足,B 一般,B 缺乏资金┋C 缺乏市场信息,,品牌价值提升,开展特色活动,无建议,A 是,A 很大,加强品牌建设，提升产品价值
584,2025/2/16 03:18,164秒,微信,N/A,39.144.69.212(海南-海口),,A 非常好,B 否,B 一定程度上,C 不吸引,A 价格┋B 质量,,A 是,B 技术支持不足┋C 市场认知度低,C 较低,C 缺乏市场信息,,品牌价值提升,加强产品质量展示,继续努力创新,B 否,C 较小,加大推广力度，提高知名度
585,2025/2/16 07:24,385秒,微信,N/A,39.144.220.33(重庆-重庆),,B 一般,A 是,A 非常大,C 不吸引,C 产地,,B 否,A 物流问题┋B 技术支持不足,C 较低,B 缺乏资金┋C 缺乏市场信息,,跨境电商机会增多,加强品牌营销,无建议,B 否,A 很大,优化销售渠道
586,2025/2/15 15:41,213秒,微信,N/A,183.228.148.26(重庆-重庆),,C 较差,A 是,A 非常大,B 一般,A 价格┋B 质量┋C 产地┋D 品牌,,B 否,A 物流问题┋B 技术支持不足,A 很高,A 缺乏技能┋B 缺乏资金,,发展前景广阔,注重用户体验,建议加强培训,B 否,A 很大,改善农产品质量管理
587,2025/2/16 08:50,323秒,微信,N/A,111.60.187.159(湖北-荆州),,C 较差,B 否,C 没有作用,C 不吸引,B 质量,,B 否,B 技术支持不足┋C 市场认知度低,B 一般,B 缺乏资金,,持续稳定增长,增加直播互动,优化运营模式,A 是,B 一般,加强品牌建设，提升产品价值
588,2025/2/16 12:56,172秒,微信,N/A,182.102.182.185(江西-南昌),,C 较差,A 是,C 没有作用,B 一般,B 质量,,B 否,D 政策支持不足,B 一般,C 缺乏市场信息,,产业链逐步完善,加强产品质量展示,提升服务水平,B 否,A 很大,增加培训支持，提高农民技能
589,2025/2/15 19:51,302秒,微信,N/A,183.228.148.26(重庆-重庆),,C 较差,A 是,B 一定程度上,A 非常吸引,A 价格┋B 质量┋C 产地┋D 品牌,,A 是,B 技术支持不足,A 很高,B 缺乏资金┋C 缺乏市场信息,,逐步规范化发展,加强产品质量展示,继续努力创新,B 否,A 很大,完善物流体系，提升配送效率
590,2025/2/16 01:16,435秒,微信,N/A,125.43.77.248(河南-洛阳),,B 一般,B 否,B 一定程度上,A 非常吸引,B 质量,,A 是,A 物流问题,B 一般,A 缺乏技能┋C 缺乏市场信息,,持续稳定增长,创新营销方式,提升服务水平,A 是,A 很大,增加培训支持，提高农民技能
